Song,Artist,Date,Streams,Rank
MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",2020-05-27,"1,505",15
Party Girl,StaySolidRocky,2020-05-27,"1,424",16
Falling,Trevor Daniel,2020-05-27,"1,379",17
Don't Start Now,Dua Lipa,2020-05-27,"1,373",18
Tusa,"KAROL G, Nicki Minaj",2020-05-27,"1,272",19
Blueberry Faygo,Lil Mosey,2020-05-27,"1,265",20
Break My Heart,Dua Lipa,2020-05-27,"1,256",21
Salt,Ava Max,2020-05-27,"1,213",22
Fame,Apache 207,2020-05-27,"1,202",23
Stuck with U (with Justin Bieber),Ariana Grande,2020-05-27,"1,184",24
Life Is Good (feat. Drake),Future,2020-05-27,"1,175",25
Airwaves,Pashanim,2020-05-27,"1,167",26
Komm Komm,Capital Bra,2020-05-27,"1,165",27
Ride It,Regard,2020-05-27,"1,137",28
Sunday Best,Surfaces,2020-05-27,"1,084",29
Before You Go,Lewis Capaldi,2020-05-27,"1,071",30
HIGHEST IN THE ROOM,Travis Scott,2020-05-27,"1,068",31
Roller,Apache 207,2020-05-27,"1,034",32
Say So (feat. Nicki Minaj),Doja Cat,2020-05-27,"1,032",33
goosebumps,Travis Scott,2020-05-27,"1,031",34
In Your Eyes (feat. Alida),Robin Schulz,2020-05-27,"1,002",35
ROCKSTAR (feat. Roddy Ricch),DaBaby,2020-05-28,"3,544",1
Roses - Imanbek Remix,SAINt JHN,2020-05-28,"3,016",2
Blinding Lights,The Weeknd,2020-05-28,"2,842",3
Toosie Slide,Drake,2020-05-28,"2,118",4
GOOBA,6ix9ine,2020-05-28,"2,099",5
ily (i love you baby) (feat. Emilee),Surf Mesa,2020-05-28,"1,970",6
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",2020-05-28,"1,954",7
Rain On Me (with Ariana Grande),Lady Gaga,2020-05-28,"1,902",8
death bed (coffee for your head),"Powfu, beabadoobee",2020-05-28,"1,781",9
Breaking Me,"Topic, A7S",2020-05-28,"1,772",10
The Box,Roddy Ricch,2020-05-28,"1,602",11
Supalonely,"BENEE, Gus Dapperton",2020-05-28,"1,569",12
MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",2020-05-28,"1,563",13
Dance Monkey,Tones And I,2020-05-28,"1,553",14
Roadrunner,Bonez MC,2020-05-28,"1,523",15
Don't Start Now,Dua Lipa,2020-05-28,"1,466",16
Falling,Trevor Daniel,2020-05-28,"1,430",17
Party Girl,StaySolidRocky,2020-05-28,"1,402",18
Break My Heart,Dua Lipa,2020-05-28,"1,381",19
Blueberry Faygo,Lil Mosey,2020-05-28,"1,348",20
Tusa,"KAROL G, Nicki Minaj",2020-05-28,"1,293",21
Salt,Ava Max,2020-05-28,"1,287",22
Airwaves,Pashanim,2020-05-28,"1,256",23
Stuck with U (with Justin Bieber),Ariana Grande,2020-05-28,"1,233",24
Before You Go,Lewis Capaldi,2020-05-28,"1,167",25
Ride It,Regard,2020-05-28,"1,149",26
Fame,Apache 207,2020-05-28,"1,148",27
Life Is Good (feat. Drake),Future,2020-05-28,"1,116",28
HIGHEST IN THE ROOM,Travis Scott,2020-05-28,"1,111",29
In Your Eyes (feat. Alida),Robin Schulz,2020-05-28,"1,106",30
WHATS POPPIN,Jack Harlow,2020-05-28,"1,079",31
Sunday Best,Surfaces,2020-05-28,"1,060",32
Roller,Apache 207,2020-05-28,"1,057",33
Komm Komm,Capital Bra,2020-05-28,"1,052",34
Someone You Loved,Lewis Capaldi,2020-05-28,"1,028",35
goosebumps,Travis Scott,2020-05-28,"1,010",36
ROCKSTAR (feat. Roddy Ricch),DaBaby,2020-05-29,"4,063",1
Roses - Imanbek Remix,SAINt JHN,2020-05-29,"3,404",2
Blinding Lights,The Weeknd,2020-05-29,"3,062",3
Toosie Slide,Drake,2020-05-29,"2,456",4
TKN (feat. Travis Scott),ROSALÍA,2020-05-29,"2,396",5
GOOBA,6ix9ine,2020-05-29,"2,389",6
Rain On Me (with Ariana Grande),Lady Gaga,2020-05-29,"2,374",7
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",2020-05-29,"2,248",8
Breaking Me,"Topic, A7S",2020-05-29,"2,194",9
ily (i love you baby) (feat. Emilee),Surf Mesa,2020-05-29,"2,142",10
death bed (coffee for your head),"Powfu, beabadoobee",2020-05-29,"1,895",11
MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",2020-05-29,"1,878",12
The Box,Roddy Ricch,2020-05-29,"1,832",13
Dance Monkey,Tones And I,2020-05-29,"1,798",14
SKRR,"KALIM, Ufo361",2020-05-29,"1,790",15
Party Girl,StaySolidRocky,2020-05-29,"1,731",16
Sour Candy (with BLACKPINK),Lady Gaga,2020-05-29,"1,690",17
Supalonely,"BENEE, Gus Dapperton",2020-05-29,"1,681",18
Roadrunner,Bonez MC,2020-05-29,"1,648",19
Falling,Trevor Daniel,2020-05-29,"1,611",20
Blueberry Faygo,Lil Mosey,2020-05-29,"1,603",21
Don't Start Now,Dua Lipa,2020-05-29,"1,580",22
Break My Heart,Dua Lipa,2020-05-29,"1,505",23
Airwaves,Pashanim,2020-05-29,"1,420",24
Tusa,"KAROL G, Nicki Minaj",2020-05-29,"1,388",25
Stuck with U (with Justin Bieber),Ariana Grande,2020-05-29,"1,387",26
Life Is Good (feat. Drake),Future,2020-05-29,"1,363",27
Ride It,Regard,2020-05-29,"1,303",28
Fame,Apache 207,2020-05-29,"1,293",29
HIGHEST IN THE ROOM,Travis Scott,2020-05-29,"1,273",30
goosebumps,Travis Scott,2020-05-29,"1,270",31
HOES UP G'S DOWN,Shirin David,2020-05-29,"1,253",32
Komm Komm,Capital Bra,2020-05-29,"1,221",33
Salt,Ava Max,2020-05-29,"1,214",34
Sunday Best,Surfaces,2020-05-29,"1,211",35
Roller,Apache 207,2020-05-29,"1,198",36
Tell Me U Luv Me (with Trippie Redd),Juice WRLD,2020-05-29,"1,191",37
Before You Go,Lewis Capaldi,2020-05-29,"1,175",38
WHATS POPPIN,Jack Harlow,2020-05-29,"1,170",39
Say So (feat. Nicki Minaj),Doja Cat,2020-05-29,"1,130",40
Scarface (feat. Capo & Rick Ross),Farid Bang,2020-05-29,"1,105",41
Kings & Queens,Ava Max,2020-05-29,"1,084",42
Bogota,MERO,2020-05-29,"1,083",43
Don't Rush (feat. Headie One),Young T & Bugsey,2020-05-29,"1,080",44
ROXANNE,Arizona Zervas,2020-05-29,"1,080",45
Emotions,Ufo361,2020-05-29,"1,073",46
Someone You Loved,Lewis Capaldi,2020-05-29,"1,069",47
SICKO MODE,Travis Scott,2020-05-29,"1,066",48
Be Kind (with Halsey),Marshmello,2020-05-29,"1,054",49
FLY,"KC Rebell, Summer Cem",2020-05-29,"1,027",50
Savage Remix (feat. Beyoncé),Megan Thee Stallion,2020-05-29,"1,020",51
In Your Eyes (feat. Alida),Robin Schulz,2020-05-29,"1,009",52
Intentions (feat. Quavo),Justin Bieber,2020-05-29,"1,007",53
Some Say,Nea,2020-05-29,"1,007",54
Lose Somebody,"Kygo, OneRepublic",2020-05-29,"1,001",55
ROCKSTAR (feat. Roddy Ricch),DaBaby,2020-05-30,"3,877",1
Roses - Imanbek Remix,SAINt JHN,2020-05-30,"3,340",2
Blinding Lights,The Weeknd,2020-05-30,"3,106",3
Toosie Slide,Drake,2020-05-30,"2,626",4
ily (i love you baby) (feat. Emilee),Surf Mesa,2020-05-30,"2,240",5
Rain On Me (with Ariana Grande),Lady Gaga,2020-05-30,"2,182",6
GOOBA,6ix9ine,2020-05-30,"2,102",7
Breaking Me,"Topic, A7S",2020-05-30,"2,032",8
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",2020-05-30,"2,014",9
TKN (feat. Travis Scott),ROSALÍA,2020-05-30,"1,956",10
Dance Monkey,Tones And I,2020-05-30,"1,909",11
death bed (coffee for your head),"Powfu, beabadoobee",2020-05-30,"1,887",12
MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",2020-05-30,"1,827",13
Supalonely,"BENEE, Gus Dapperton",2020-05-30,"1,717",14
The Box,Roddy Ricch,2020-05-30,"1,687",15
Don't Start Now,Dua Lipa,2020-05-30,"1,678",16
Break My Heart,Dua Lipa,2020-05-30,"1,599",17
Falling,Trevor Daniel,2020-05-30,"1,533",18
Party Girl,StaySolidRocky,2020-05-30,"1,524",19
Blueberry Faygo,Lil Mosey,2020-05-30,"1,494",20
Sour Candy (with BLACKPINK),Lady Gaga,2020-05-30,"1,427",21
Ride It,Regard,2020-05-30,"1,411",22
SKRR,"KALIM, Ufo361",2020-05-30,"1,373",23
Stuck with U (with Justin Bieber),Ariana Grande,2020-05-30,"1,355",24
Life Is Good (feat. Drake),Future,2020-05-30,"1,335",25
Tusa,"KAROL G, Nicki Minaj",2020-05-30,"1,313",26
Sunday Best,Surfaces,2020-05-30,"1,270",27
Roadrunner,Bonez MC,2020-05-30,"1,251",28
Airwaves,Pashanim,2020-05-30,"1,240",29
HIGHEST IN THE ROOM,Travis Scott,2020-05-30,"1,172",30
goosebumps,Travis Scott,2020-05-30,"1,153",31
Roller,Apache 207,2020-05-30,"1,152",32
Say So (feat. Nicki Minaj),Doja Cat,2020-05-30,"1,145",33
Fame,Apache 207,2020-05-30,"1,141",34
Before You Go,Lewis Capaldi,2020-05-30,"1,138",35
ROXANNE,Arizona Zervas,2020-05-30,"1,131",36
WHATS POPPIN,Jack Harlow,2020-05-30,"1,094",37
Someone You Loved,Lewis Capaldi,2020-05-30,"1,094",38
Kings & Queens,Ava Max,2020-05-30,"1,085",39
Intentions (feat. Quavo),Justin Bieber,2020-05-30,"1,069",40
Don't Rush (feat. Headie One),Young T & Bugsey,2020-05-30,"1,058",41
In Your Eyes (feat. Alida),Robin Schulz,2020-05-30,"1,052",42
Savage Remix (feat. Beyoncé),Megan Thee Stallion,2020-05-30,"1,048",43
Salt,Ava Max,2020-05-30,"1,043",44
Be Kind (with Halsey),Marshmello,2020-05-30,"1,026",45
Watermelon Sugar,Harry Styles,2020-05-30,"1,022",46
Say So,Doja Cat,2020-05-30,"1,003",47
ROCKSTAR (feat. Roddy Ricch),DaBaby,2020-05-31,"3,369",1
Roses - Imanbek Remix,SAINt JHN,2020-05-31,"2,850",2
Blinding Lights,The Weeknd,2020-05-31,"2,738",3
Toosie Slide,Drake,2020-05-31,"2,288",4
ily (i love you baby) (feat. Emilee),Surf Mesa,2020-05-31,"2,039",5
Rain On Me (with Ariana Grande),Lady Gaga,2020-05-31,"1,909",6
GOOBA,6ix9ine,2020-05-31,"1,878",7
Breaking Me,"Topic, A7S",2020-05-31,"1,862",8
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",2020-05-31,"1,745",9
MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",2020-05-31,"1,715",10
