Song,Artist,Date,Streams,Rank
Calm Down,Rema,2022-02-20,"26,002",1
Omo Ope (feat. Olamide),Asake,2022-02-20,"19,276",2
Italy (feat. Blaq Diamond),Buju,2022-02-20,"12,009",3
Baddest Boy - Remix,"Skiibii, DaVido",2022-02-20,"11,692",4
Cold Outside,"Timaya, Buju",2022-02-20,"10,974",5
Holy Father,"Mayorkun, Victony",2022-02-20,"10,474",6
Don't Call Me (feat. Zinoleesky),Lil Kesh,2022-02-20,"9,750",7
Sometimes - Remix,"T.I BLAZE, Olamide",2022-02-20,"9,735",8
Monalisa,"Lojay, Sarz",2022-02-20,"9,443",9
High,"Adekunle Gold, DaVido",2022-02-20,"8,598",10
Ozumba Mbadiwe,Reekado Banks,2022-02-20,"8,518",11
B. D’OR (feat. Wizkid),Burna Boy,2022-02-20,"8,491",12
Rocking,Zinoleesky,2022-02-20,"8,229",13
Sungba,Asake,2022-02-20,"8,140",14
Loyalty,Ajebo Hustlers,2022-02-20,"8,047",15
Snapchat,Ruger,2022-02-20,"7,617",16
Baby Riddim,Fave,2022-02-20,"7,458",17
Understand,Omah Lay,2022-02-20,"7,446",18
Eh God (Barnabas),Kizz Daniel,2022-02-20,"7,403",19
WITH YOU,Khaid,2022-02-20,"7,383",20
My Friend,Bella Shmurda,2022-02-20,"7,213",21
Emiliana,CKay,2022-02-20,"7,202",22
Dior,Ruger,2022-02-20,"6,790",23
Champion Sound,"DaVido, Focalistic",2022-02-20,"6,599",24
Trabaye,Asake,2022-02-20,"6,511",25
Peru,Fireboy DML,2022-02-20,"6,409",26
Outside,Buju,2022-02-20,"6,109",27
Sip (Alcohol),Joeboy,2022-02-20,"6,067",28
Commander,Blaqbonez,2022-02-20,"6,051",29
Mood (feat. Buju),WizKid,2022-02-20,"6,002",30
Come My Way,Wande Coal,2022-02-20,"5,842",31
Blessings,"Niphkeys, Zinoleesky",2022-02-20,"5,821",32
No Wahala,1da Banton,2022-02-20,"5,734",33
Backside,Mohbad,2022-02-20,"5,595",34
Move,Bad Boy Timz,2022-02-20,"5,582",35
Ameno Amapiano Remix (You Wanna Bamba),"Goya Menor, Nektunez",2022-02-20,"5,514",36
Peru,"Fireboy DML, Ed Sheeran",2022-02-20,"5,478",37
Bloody Samaritan,Ayra Starr,2022-02-20,"5,433",38
Running,"LADIPOE, Fireboy DML",2022-02-20,"5,240",39
Second Sermon - Remix,"Black Sherif, Burna Boy",2022-02-20,"5,210",40
Gone Far,Zinoleesky,2022-02-20,"5,170",41
Feeling,"LADIPOE, Buju",2022-02-20,"5,116",42
Lie,Kizz Daniel,2022-02-20,"5,030",43
Feel Good,Mohbad,2022-02-20,"4,996",44
Your Body (feat. Buju),Basketmouth,2022-02-20,"4,898",45
Mercy,Adekunle Gold,2022-02-20,"4,751",46
One Woman,"Adekunle Gold, Ty Dolla $ign",2022-02-20,"4,717",47
Bounce,Ruger,2022-02-20,"4,565",48
Pour Me Water,Kizz Daniel,2022-02-20,"4,505",49
Anoti,WizKid,2022-02-20,"4,373",50
Love Don't Cost A Dime (Re-Up),"Magixx, Ayra Starr",2022-02-20,"4,346",51
Soundgasm,Rema,2022-02-20,"4,137",52
ZaZoo Zehh,"Poco Lee, Portable, Olamide",2022-02-20,"4,122",53
Baddest Boy,Skiibii,2022-02-20,"4,101",54
pushin P (feat. Young Thug),"Gunna, Future",2022-02-20,"4,056",55
Sinner,"Adekunle Gold, Lucky Daye",2022-02-20,"4,004",56
Infinity (feat. Omah Lay),Olamide,2022-02-20,"3,946",57
Dimension (feat. Skepta & Rema),JAE5,2022-02-20,"3,840",58
ODG,Eltee Skhillz,2022-02-20,"3,781",59
Sáré,Simi,2022-02-20,"3,778",60
Fashion Killer,Ayra Starr,2022-02-20,"3,772",61
Want It All (feat. Polo G),Burna Boy,2022-02-20,"3,759",62
Baba God,Asake,2022-02-20,"3,738",63
Rosemary,"Savage, Victony",2022-02-20,"3,715",64
Ojuju,"Troniq Music, Oxlade",2022-02-20,"3,606",65
Ginger (feat. Burna Boy),WizKid,2022-02-20,"3,587",66
Ghost,Justin Bieber,2022-02-20,"3,572",67
Abeg,"DJ Neptune, Joeboy, Omah Lay",2022-02-20,"3,537",68
MMM,"DJ Tunez, MohBad, Rexxie",2022-02-20,"3,536",69
Sweet Daddy,"Dai Verse, Buju",2022-02-20,"3,482",70
Super Gremlin,Kodak Black,2022-02-20,"3,383",71
Testimony,Buju,2022-02-20,"3,345",72
Crazy Tings,Tems,2022-02-20,"3,316",73
Celowi,"Basketmouth, Peruzzi",2022-02-20,"3,305",74
Confident,"Savage, Buju",2022-02-20,"3,279",75
Worst Day,Future,2022-02-20,"3,196",76
Rock,Olamide,2022-02-20,"3,179",77
Heat Waves,Glass Animals,2022-02-20,"3,127",78
Oshe (feat. The Cavemen.),Kizz Daniel,2022-02-20,"3,116",79
Big Thug Boys,AV,2022-02-20,"3,097",80
Ale Yi,Zlatan,2022-02-20,"3,090",81
Never Stopped,Buju,2022-02-20,"3,086",82
Beggie Beggie,"Ayra Starr, CKay",2022-02-20,"3,035",83
Southy Love,"Peruzzi, Fireboy DML",2022-02-20,"3,009",84
Something sweet,Buju,2022-02-20,"3,007",85
Naira Marley,Zinoleesky,2022-02-20,"2,970",86
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2022-02-20,"2,929",87
Somebody’s Son (Ft Brandy),Tiwa Savage,2022-02-20,"2,925",88
Shakara,"Ice Prince, CKay",2022-02-20,"2,922",89
Question (feat. Don Jazzy),Burna Boy,2022-02-20,"2,890",90
Your Body (Cocaine),Dai Verse,2022-02-20,"2,846",91
Essence (feat. Justin Bieber & Tems),WizKid,2022-02-20,"2,844",92
STAY (with Justin Bieber),The Kid LAROI,2022-02-20,"2,812",93
Essence (feat. Tems),WizKid,2022-02-20,"2,763",94
Sometimes,T.I BLAZE,2022-02-20,"2,757",95
Solace,Ajebo Hustlers,2022-02-20,"2,736",96
Pronto,"Ajebo Hustlers, Omah Lay",2022-02-20,"2,702",97
Beautifully,Fave,2022-02-20,"2,666",98
City of Gods,"Fivio Foreign, Kanye West, Alicia Keys",2022-02-20,"2,656",99
Try,T.I BLAZE,2022-02-20,"2,654",100
Skelele (feat. Olamide),Bad Boy Timz,2022-02-20,"2,651",101
Confession,AV,2022-02-20,"2,558",102
Live Forever,Kayode,2022-02-20,"2,542",103
Kilometer,Buju,2022-02-20,"2,528",104
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2022-02-20,"2,518",105
Loading (feat. Bad Boy Timz),Olamide,2022-02-20,"2,516",106
Listen,"Basketmouth, Wande Coal",2022-02-20,"2,504",107
Oga,"Falz, Bontle Smith, Sayfar",2022-02-20,"2,500",108
Damages,Tems,2022-02-20,"2,496",109
Hallelu,"Masterkraft, Bella Shmurda, Zlatan",2022-02-20,"2,493",110
Door,"Joeboy, Kwesi Arthur",2022-02-20,"2,488",111
Ozumba Mbadiwe - Remix,"Reekado Banks, Fireboy DML",2022-02-20,"2,467",112
Again,Wande Coal,2022-02-20,"2,403",113
Daniel Benson (BUJU),Buju,2022-02-20,"2,384",114
Easy On Me,Adele,2022-02-20,"2,378",115
Okay,Adekunle Gold,2022-02-20,"2,332",116
Kilofeshe,Zinoleesky,2022-02-20,"2,285",117
Kilofese - Remix,"Zinoleesky, Mayorkun, Busiswa",2022-02-20,"2,232",118
TO THE MOON,"Jnr Choi, Sam Tompkins",2022-02-20,"2,169",119
Medicine,Jaywillz,2022-02-20,"2,150",120
"Egedege (feat. Theresa Onuorah, Flavour & Phyno)",Larry Gaaga,2022-02-20,"2,139",121
Nail Tech,Jack Harlow,2022-02-20,"2,124",122
Sere,"SPINALL, Fireboy DML",2022-02-20,"2,092",123
THATS WHAT I WANT,Lil Nas X,2022-02-20,"2,076",124
Peru,"Fireboy DML, 21 Savage, Blxst",2022-02-20,"2,069",125
Shivers,Ed Sheeran,2022-02-20,"2,067",126
abcdefu,GAYLE,2022-02-20,"2,028",127
Blessed (feat. Damian Marley),WizKid,2022-02-20,"2,000",128
Trouble,"Basketmouth, 2Baba, Blaqbonez",2022-02-20,"1,990",129
Forever (Remix),"Gyakie, Omah Lay",2022-02-20,"1,932",130
Early Momo,"Vector, Good Girl LA",2022-02-20,"1,930",131
Only Fan,"DJ Neptune, Lojay, Zlatan",2022-02-20,"1,911",132
Location (feat. Burna Boy),Dave,2022-02-20,"1,875",133
Ke Star - Remix,"Focalistic, DaVido, Virgo Deep",2022-02-20,"1,841",134
All my life,Devvon Terrell,2022-02-20,"1,835",135
Kilometre,Burna Boy,2022-02-20,"1,835",136
Dangerous (feat. Ayra Starr),Cheque,2022-02-20,"1,828",137
Sempe,L.A.X,2022-02-20,"1,821",138
Olofofo,Victor AD,2022-02-20,"1,817",139
love nwantiti (ah ah ah),CKay,2022-02-20,"1,789",140
MAKAVELI,T-Classic,2022-02-20,"1,782",141
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2022-02-20,"1,763",142
Infinity,Jaymes Young,2022-02-20,"1,749",143
Yaba Buluku (feat. Preck & Nelson Tivane) - Remix,"DJ Tarico, Burna Boy",2022-02-20,"1,738",144
Stalling,Nasty C,2022-02-20,"1,734",145
Money,"Basketmouth, Oxlade, Efya",2022-02-20,"1,729",146
Faster,L.A.X,2022-02-20,"1,712",147
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,2022-02-20,"1,705",148
Selese,"Skales, Zlatan, Krizbeatz",2022-02-20,"1,696",149
Woman,Doja Cat,2022-02-20,"1,679",150
Rush,"Dangbana Republik, Bella Shmurda",2022-02-20,"1,676",151
CLOUD 9,"SPINALL, Adekunle Gold",2022-02-20,"1,648",152
Ye,Burna Boy,2022-02-20,"1,648",153
It Is What It Is,Adekunle Gold,2022-02-20,"1,646",154
Bling (feat. Amaarae & Buju),Blaqbonez,2022-02-20,"1,628",155
La La (feat. Ckay),DaVido,2022-02-20,"1,627",156
Girls Want Girls (with Lil Baby),Drake,2022-02-20,"1,611",157
Bussin,"Nicki Minaj, Lil Baby",2022-02-20,"1,572",158
Touch It - Remix,"KiDi, Tyga",2022-02-20,"1,561",159
Triumphant (feat. Bella Shmurda),Olamide,2022-02-20,"1,547",160
Way 2 Sexy (with Future & Young Thug),Drake,2022-02-20,"1,547",161
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2022-02-20,"1,546",162
Bad Habits,Ed Sheeran,2022-02-20,"1,538",163
Steady,WizKid,2022-02-20,"1,528",164
Levels,Flavour,2022-02-20,"1,527",165
The Traveller,"Basketmouth, The Cavemen., Kwabena Kwabena",2022-02-20,"1,522",166
War,"ArrDee, Aitch",2022-02-20,"1,520",167
MOSLADO,Teni,2022-02-20,"1,515",168
Godly,Omah Lay,2022-02-20,"1,494",169
Far Away,"Dangbana Republik, Bella Shmurda",2022-02-20,"1,490",170
Fall,Olakira,2022-02-20,"1,488",171
Love & Life (feat. M.I Abaga),"Basketmouth, Johnny Drille, Simi, M.I. Abaga",2022-02-20,"1,483",172
Olorun Agbaye - You Are Mighty,"Nathaniel Bassey, Chandler Moore, Oba",2022-02-20,"1,482",173
Ocean,Aṣa,2022-02-20,"1,477",174
For Tonight,Giveon,2022-02-20,"1,469",175
"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez,2022-02-20,"1,467",176
Flowers (Say My Name),ArrDee,2022-02-20,"1,465",177
Love Don't Cost A Dime,Magixx,2022-02-20,"1,463",178
Need to Know,Doja Cat,2022-02-20,"1,450",179
Clash (feat. Stormzy),Dave,2022-02-20,"1,448",180
RAPSTAR,Polo G,2022-02-20,"1,442",181
Addict,Kizz Daniel,2022-02-20,"1,440",182
Bong Bing,Cristale,2022-02-20,"1,438",183
High Way,"DJ Kaywise, Phyno",2022-02-20,"1,433",184
Nkao Tempela,"Ch'cco, Mellow & Sleazy",2022-02-20,"1,431",185
Hrs and Hrs,Muni Long,2022-02-20,"1,431",186
"Assembly Of Gods (feat. Magnito, Illbliss & Dremo)","Basketmouth, The Cavemen., Falz, Flavour",2022-02-20,"1,427",187
Energy,"Feranbanks, Zinoleesky",2022-02-20,"1,427",188
Cash App,"Bella Shmurda, Zlatan, Lincoln",2022-02-20,"1,425",189
System (feat. WizKid),Dave,2022-02-20,"1,423",190
Coming,"Naira Marley, Busiswa",2022-02-20,"1,417",191
So Lovely,Buju,2022-02-20,"1,406",192
One Right Now (with The Weeknd),Post Malone,2022-02-20,"1,400",193
One Dance,"Drake, WizKid, Kyla",2022-02-20,"1,386",194
On the Low,Burna Boy,2022-02-20,"1,381",195
I Do,Buju,2022-02-20,"1,367",196
Lonely,Joeboy,2022-02-20,"1,349",197
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2022-02-20,"1,338",198
LOML (feat. Olamide),Cheque,2022-02-20,"1,335",199
Running (To You),"chike, Simi",2022-02-20,"1,324",200
Calm Down,Rema,2022-02-21,"25,823",1
Omo Ope (feat. Olamide),Asake,2022-02-21,"22,680",2
Baddest Boy - Remix,"Skiibii, DaVido",2022-02-21,"13,552",3
Italy (feat. Blaq Diamond),Buju,2022-02-21,"13,400",4
Cold Outside,"Timaya, Buju",2022-02-21,"11,301",5
Don't Call Me (feat. Zinoleesky),Lil Kesh,2022-02-21,"11,089",6
Holy Father,"Mayorkun, Victony",2022-02-21,"10,437",7
Sometimes - Remix,"T.I BLAZE, Olamide",2022-02-21,"10,311",8
Monalisa,"Lojay, Sarz",2022-02-21,"9,877",9
Ozumba Mbadiwe,Reekado Banks,2022-02-21,"9,168",10
High,"Adekunle Gold, DaVido",2022-02-21,"8,835",11
Rocking,Zinoleesky,2022-02-21,"8,807",12
Loyalty,Ajebo Hustlers,2022-02-21,"8,595",13
Sungba,Asake,2022-02-21,"8,581",14
B. D’OR (feat. Wizkid),Burna Boy,2022-02-21,"8,474",15
WITH YOU,Khaid,2022-02-21,"7,941",16
Snapchat,Ruger,2022-02-21,"7,877",17
My Friend,Bella Shmurda,2022-02-21,"7,685",18
Eh God (Barnabas),Kizz Daniel,2022-02-21,"7,661",19
Baby Riddim,Fave,2022-02-21,"7,655",20
Emiliana,CKay,2022-02-21,"7,236",21
Understand,Omah Lay,2022-02-21,"7,023",22
Trabaye,Asake,2022-02-21,"7,003",23
Commander,Blaqbonez,2022-02-21,"6,802",24
Dior,Ruger,2022-02-21,"6,742",25
Champion Sound,"DaVido, Focalistic",2022-02-21,"6,552",26
Peru,Fireboy DML,2022-02-21,"6,550",27
Sip (Alcohol),Joeboy,2022-02-21,"6,231",28
Mood (feat. Buju),WizKid,2022-02-21,"6,154",29
Outside,Buju,2022-02-21,"6,090",30
Backside,Mohbad,2022-02-21,"6,039",31
No Wahala,1da Banton,2022-02-21,"6,020",32
Come My Way,Wande Coal,2022-02-21,"5,903",33
Move,Bad Boy Timz,2022-02-21,"5,783",34
Peru,"Fireboy DML, Ed Sheeran",2022-02-21,"5,647",35
Bloody Samaritan,Ayra Starr,2022-02-21,"5,644",36
Blessings,"Niphkeys, Zinoleesky",2022-02-21,"5,602",37
Feeling,"LADIPOE, Buju",2022-02-21,"5,599",38
Second Sermon - Remix,"Black Sherif, Burna Boy",2022-02-21,"5,562",39
Ameno Amapiano Remix (You Wanna Bamba),"Goya Menor, Nektunez",2022-02-21,"5,376",40
Running,"LADIPOE, Fireboy DML",2022-02-21,"5,368",41
Gone Far,Zinoleesky,2022-02-21,"5,214",42
Lie,Kizz Daniel,2022-02-21,"5,212",43
Feel Good,Mohbad,2022-02-21,"5,125",44
Your Body (feat. Buju),Basketmouth,2022-02-21,"5,008",45
One Woman,"Adekunle Gold, Ty Dolla $ign",2022-02-21,"4,912",46
Love Don't Cost A Dime (Re-Up),"Magixx, Ayra Starr",2022-02-21,"4,908",47
Mercy,Adekunle Gold,2022-02-21,"4,857",48
Bounce,Ruger,2022-02-21,"4,761",49
Anoti,WizKid,2022-02-21,"4,580",50
Pour Me Water,Kizz Daniel,2022-02-21,"4,512",51
Infinity (feat. Omah Lay),Olamide,2022-02-21,"4,355",52
Sinner,"Adekunle Gold, Lucky Daye",2022-02-21,"4,257",53
Soundgasm,Rema,2022-02-21,"4,217",54
Baddest Boy,Skiibii,2022-02-21,"4,205",55
ODG,Eltee Skhillz,2022-02-21,"4,197",56
pushin P (feat. Young Thug),"Gunna, Future",2022-02-21,"4,189",57
Want It All (feat. Polo G),Burna Boy,2022-02-21,"4,094",58
Dimension (feat. Skepta & Rema),JAE5,2022-02-21,"3,986",59
ZaZoo Zehh,"Poco Lee, Portable, Olamide",2022-02-21,"3,953",60
Sáré,Simi,2022-02-21,"3,943",61
Confession,AV,2022-02-21,"3,866",62
Fashion Killer,Ayra Starr,2022-02-21,"3,848",63
Ghost,Justin Bieber,2022-02-21,"3,846",64
Ojuju,"Troniq Music, Oxlade",2022-02-21,"3,839",65
Baba God,Asake,2022-02-21,"3,828",66
Rosemary,"Savage, Victony",2022-02-21,"3,801",67
Abeg,"DJ Neptune, Joeboy, Omah Lay",2022-02-21,"3,701",68
Ozumba Mbadiwe - Remix,"Reekado Banks, Fireboy DML",2022-02-21,"3,689",69
Testimony,Buju,2022-02-21,"3,604",70
Super Gremlin,Kodak Black,2022-02-21,"3,591",71
Ginger (feat. Burna Boy),WizKid,2022-02-21,"3,564",72
Crazy Tings,Tems,2022-02-21,"3,506",73
Sweet Daddy,"Dai Verse, Buju",2022-02-21,"3,504",74
Oshe (feat. The Cavemen.),Kizz Daniel,2022-02-21,"3,488",75
Confident,"Savage, Buju",2022-02-21,"3,455",76
Beggie Beggie,"Ayra Starr, CKay",2022-02-21,"3,403",77
Rock,Olamide,2022-02-21,"3,402",78
Celowi,"Basketmouth, Peruzzi",2022-02-21,"3,400",79
Worst Day,Future,2022-02-21,"3,290",80
Try,T.I BLAZE,2022-02-21,"3,150",81
Something sweet,Buju,2022-02-21,"3,140",82
Heat Waves,Glass Animals,2022-02-21,"3,130",83
Ale Yi,Zlatan,2022-02-21,"3,126",84
Big Thug Boys,AV,2022-02-21,"3,092",85
Never Stopped,Buju,2022-02-21,"3,057",86
Your Body (Cocaine),Dai Verse,2022-02-21,"3,056",87
Beautifully,Fave,2022-02-21,"3,047",88
MMM,"DJ Tunez, MohBad, Rexxie",2022-02-21,"3,009",89
Question (feat. Don Jazzy),Burna Boy,2022-02-21,"2,997",90
Essence (feat. Tems),WizKid,2022-02-21,"2,981",91
Shakara,"Ice Prince, CKay",2022-02-21,"2,973",92
Southy Love,"Peruzzi, Fireboy DML",2022-02-21,"2,939",93
City of Gods,"Fivio Foreign, Kanye West, Alicia Keys",2022-02-21,"2,920",94
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2022-02-21,"2,903",95
Solace,Ajebo Hustlers,2022-02-21,"2,898",96
STAY (with Justin Bieber),The Kid LAROI,2022-02-21,"2,879",97
Skelele (feat. Olamide),Bad Boy Timz,2022-02-21,"2,849",98
Essence (feat. Justin Bieber & Tems),WizKid,2022-02-21,"2,846",99
Naira Marley,Zinoleesky,2022-02-21,"2,839",100
Pronto,"Ajebo Hustlers, Omah Lay",2022-02-21,"2,813",101
Oga,"Falz, Bontle Smith, Sayfar",2022-02-21,"2,791",102
Somebody’s Son (Ft Brandy),Tiwa Savage,2022-02-21,"2,743",103
Loading (feat. Bad Boy Timz),Olamide,2022-02-21,"2,736",104
Sometimes,T.I BLAZE,2022-02-21,"2,714",105
Kilometer,Buju,2022-02-21,"2,713",106
Live Forever,Kayode,2022-02-21,"2,647",107
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2022-02-21,"2,605",108
Again,Wande Coal,2022-02-21,"2,563",109
Door,"Joeboy, Kwesi Arthur",2022-02-21,"2,563",110
Okay,Adekunle Gold,2022-02-21,"2,507",111
Easy On Me,Adele,2022-02-21,"2,480",112
Daniel Benson (BUJU),Buju,2022-02-21,"2,479",113
Damages,Tems,2022-02-21,"2,475",114
Hallelu,"Masterkraft, Bella Shmurda, Zlatan",2022-02-21,"2,458",115
Listen,"Basketmouth, Wande Coal",2022-02-21,"2,374",116
TO THE MOON,"Jnr Choi, Sam Tompkins",2022-02-21,"2,342",117
Nail Tech,Jack Harlow,2022-02-21,"2,303",118
Shivers,Ed Sheeran,2022-02-21,"2,253",119
"Egedege (feat. Theresa Onuorah, Flavour & Phyno)",Larry Gaaga,2022-02-21,"2,241",120
Only Fan,"DJ Neptune, Lojay, Zlatan",2022-02-21,"2,200",121
Peru,"Fireboy DML, 21 Savage, Blxst",2022-02-21,"2,178",122
Blessed (feat. Damian Marley),WizKid,2022-02-21,"2,175",123
THATS WHAT I WANT,Lil Nas X,2022-02-21,"2,164",124
Sere,"SPINALL, Fireboy DML",2022-02-21,"2,153",125
Location (feat. Burna Boy),Dave,2022-02-21,"2,122",126
Medicine,Jaywillz,2022-02-21,"2,108",127
Kilofese - Remix,"Zinoleesky, Mayorkun, Busiswa",2022-02-21,"2,099",128
abcdefu,GAYLE,2022-02-21,"2,091",129
Early Momo,"Vector, Good Girl LA",2022-02-21,"2,077",130
Kilofeshe,Zinoleesky,2022-02-21,"2,070",131
Stalling,Nasty C,2022-02-21,"2,059",132
Trouble,"Basketmouth, 2Baba, Blaqbonez",2022-02-21,"2,057",133
MAKAVELI,T-Classic,2022-02-21,"1,984",134
love nwantiti (ah ah ah),CKay,2022-02-21,"1,963",135
Sempe,L.A.X,2022-02-21,"1,952",136
Kilometre,Burna Boy,2022-02-21,"1,931",137
KPK (Remix) [feat. Sho Madjozi & MohBad],Rexxie,2022-02-21,"1,908",138
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2022-02-21,"1,901",139
Infinity,Jaymes Young,2022-02-21,"1,860",140
Olofofo,Victor AD,2022-02-21,"1,852",141
Dangerous (feat. Ayra Starr),Cheque,2022-02-21,"1,777",142
Forever (Remix),"Gyakie, Omah Lay",2022-02-21,"1,776",143
Faster,L.A.X,2022-02-21,"1,773",144
Selese,"Skales, Zlatan, Krizbeatz",2022-02-21,"1,765",145
Bling (feat. Amaarae & Buju),Blaqbonez,2022-02-21,"1,751",146
Ocean,Aṣa,2022-02-21,"1,746",147
Triumphant (feat. Bella Shmurda),Olamide,2022-02-21,"1,729",148
Ye,Burna Boy,2022-02-21,"1,724",149
Woman,Doja Cat,2022-02-21,"1,709",150
Girls Want Girls (with Lil Baby),Drake,2022-02-21,"1,694",151
Rush,"Dangbana Republik, Bella Shmurda",2022-02-21,"1,694",152
Yaba Buluku (feat. Preck & Nelson Tivane) - Remix,"DJ Tarico, Burna Boy",2022-02-21,"1,689",153
Steady,WizKid,2022-02-21,"1,664",154
System (feat. WizKid),Dave,2022-02-21,"1,646",155
Way 2 Sexy (with Future & Young Thug),Drake,2022-02-21,"1,641",156
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,2022-02-21,"1,635",157
Bad Habits,Ed Sheeran,2022-02-21,"1,627",158
War,"ArrDee, Aitch",2022-02-21,"1,623",159
Flowers (Say My Name),ArrDee,2022-02-21,"1,621",160
Money,"Basketmouth, Oxlade, Efya",2022-02-21,"1,620",161
Bussin,"Nicki Minaj, Lil Baby",2022-02-21,"1,614",162
Fall,Olakira,2022-02-21,"1,614",163
La La (feat. Ckay),DaVido,2022-02-21,"1,611",164
Addict,Kizz Daniel,2022-02-21,"1,589",165
Far Away,"Dangbana Republik, Bella Shmurda",2022-02-21,"1,587",166
Like Dat,"Lil Frosh, Zinoleesky",2022-02-21,"1,559",167
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2022-02-21,"1,546",168
Touch It - Remix,"KiDi, Tyga",2022-02-21,"1,535",169
Nkao Tempela,"Ch'cco, Mellow & Sleazy",2022-02-21,"1,533",170
Love Don't Cost A Dime,Magixx,2022-02-21,"1,530",171
"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez,2022-02-21,"1,526",172
Lenu - Remix,"Buju, Burna Boy",2022-02-21,"1,525",173
It Is What It Is,Adekunle Gold,2022-02-21,"1,521",174
So Lovely,Buju,2022-02-21,"1,518",175
One Dance,"Drake, WizKid, Kyla",2022-02-21,"1,499",176
One Right Now (with The Weeknd),Post Malone,2022-02-21,"1,492",177
Ogechukwu (feat. The Cavemen.),Buju,2022-02-21,"1,480",178
Ke Star - Remix,"Focalistic, DaVido, Virgo Deep",2022-02-21,"1,468",179
RAPSTAR,Polo G,2022-02-21,"1,467",180
On the Low,Burna Boy,2022-02-21,"1,459",181
Love & Life (feat. M.I Abaga),"Basketmouth, Johnny Drille, Simi, M.I. Abaga",2022-02-21,"1,457",182
Levels,Flavour,2022-02-21,"1,457",183
Clash (feat. Stormzy),Dave,2022-02-21,"1,456",184
Real Life (feat. Stormzy),Burna Boy,2022-02-21,"1,453",185
Need to Know,Doja Cat,2022-02-21,"1,450",186
I Do,Buju,2022-02-21,"1,439",187
The Traveller,"Basketmouth, The Cavemen., Kwabena Kwabena",2022-02-21,"1,434",188
For Tonight,Giveon,2022-02-21,"1,431",189
Non Living Thing (feat. Oxlade),Sarkodie,2022-02-21,"1,428",190
Follow You,"Fiokee, chike, Gyakie",2022-02-21,"1,421",191
Lucid Dreams,Juice WRLD,2022-02-21,"1,421",192
CLOUD 9,"SPINALL, Adekunle Gold",2022-02-21,"1,414",193
Running (To You),"chike, Simi",2022-02-21,"1,403",194
lovely (with Khalid),Billie Eilish,2022-02-21,"1,403",195
Cash App,"Bella Shmurda, Zlatan, Lincoln",2022-02-21,"1,400",196
Ego,"Rexxie, Victony",2022-02-21,"1,392",197
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2022-02-21,"1,390",198
Hrs and Hrs,Muni Long,2022-02-21,"1,388",199
"Assembly Of Gods (feat. Magnito, Illbliss & Dremo)","Basketmouth, The Cavemen., Falz, Flavour",2022-02-21,"1,386",200
Calm Down,Rema,2022-02-22,"25,324",1
Omo Ope (feat. Olamide),Asake,2022-02-22,"23,274",2
Baddest Boy - Remix,"Skiibii, DaVido",2022-02-22,"14,663",3
Italy (feat. Blaq Diamond),Buju,2022-02-22,"12,866",4
Don't Call Me (feat. Zinoleesky),Lil Kesh,2022-02-22,"11,809",5
Cold Outside,"Timaya, Buju",2022-02-22,"11,424",6
Holy Father,"Mayorkun, Victony",2022-02-22,"10,682",7
Sometimes - Remix,"T.I BLAZE, Olamide",2022-02-22,"10,542",8
Monalisa,"Lojay, Sarz",2022-02-22,"10,528",9
Rocking,Zinoleesky,2022-02-22,"9,455",10
Ozumba Mbadiwe,Reekado Banks,2022-02-22,"9,382",11
WITH YOU,Khaid,2022-02-22,"9,198",12
Loyalty,Ajebo Hustlers,2022-02-22,"9,114",13
High,"Adekunle Gold, DaVido",2022-02-22,"9,098",14
B. D’OR (feat. Wizkid),Burna Boy,2022-02-22,"8,866",15
Sungba,Asake,2022-02-22,"8,792",16
Snapchat,Ruger,2022-02-22,"8,158",17
Baby Riddim,Fave,2022-02-22,"7,905",18
My Friend,Bella Shmurda,2022-02-22,"7,897",19
Eh God (Barnabas),Kizz Daniel,2022-02-22,"7,833",20
Emiliana,CKay,2022-02-22,"7,553",21
Understand,Omah Lay,2022-02-22,"7,308",22
Dior,Ruger,2022-02-22,"7,225",23
Champion Sound,"DaVido, Focalistic",2022-02-22,"7,131",24
Trabaye,Asake,2022-02-22,"7,128",25
Peru,Fireboy DML,2022-02-22,"6,782",26
Sip (Alcohol),Joeboy,2022-02-22,"6,553",27
Commander,Blaqbonez,2022-02-22,"6,493",28
Mood (feat. Buju),WizKid,2022-02-22,"6,439",29
Backside,Mohbad,2022-02-22,"6,236",30
Outside,Buju,2022-02-22,"6,195",31
Come My Way,Wande Coal,2022-02-22,"6,194",32
No Wahala,1da Banton,2022-02-22,"6,156",33
